account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,Orders_per_Month,total_customer_spend,inactivity_risk_score,frustration_index,discount_hunter
33,32.29,9,1,0.364,0.024,0,0,5.6,0.576,4.52,7.12,9.44,5.4,0,1.2727272727272727,290.61,0.15151515151515152,0.0,1.9656
37,82.92,19,17,0.641,0.0192,1,0,3.6,0.473,2.56,5.98,6.83,7.0,0,1.5135135135135136,1575.48,3.695652173913044,0.0024521072796934865,4.487
58,39.8,1,4,0.186,0.072,3,1,5.0,0.315,1.37,6.5,4.13,4.1,0,1.0172413793103448,39.8,0.6666666666666666,0.04210526315789473,0.7626
60,63.37,16,17,0.342,0.1456,0,0,3.5,0.786,4.36,5.85,8.87,5.0,0,1.2666666666666666,1013.92,3.7777777777777777,0.0,1.7100000000000002
57,29.48,29,11,0.077,0.004,2,1,5.5,0.299,3.69,7.25,7.34,3.4,0,1.5087719298245614,854.92,1.6923076923076923,0.0009592326139088729,0.2618
17,78.79,1,3,0.308,0.1008,1,0,0.7,0.983,2.65,5.12,6.65,4.7,0,1.0588235294117647,78.79,1.7647058823529411,0.013176470588235293,1.4476
48,32.04,1,3,0.174,0.028,0,0,5.8,0.507,5.0,6.82,9.91,4.0,0,1.0208333333333333,32.04,0.4411764705882353,0.0,0.696
58,21.32,15,8,0.406,0.0536,0,0,1.6,0.717,5.0,5.63,9.82,5.7,0,1.2586206896551724,319.8,3.0769230769230766,0.0,2.3142
41,58.31,11,5,0.367,0.0032,1,1,2.4,0.553,4.01,5.92,8.33,5.2,0,1.2682926829268293,641.4100000000001,1.4705882352941178,0.0003429796355841372,1.9084
49,56.78,13,19,0.222,0.0016,1,1,1.6,0.736,4.93,5.02,9.26,4.2,0,1.2653061224489797,738.14,7.3076923076923075,0.00015594541910331385,0.9324
15,90.92,4,55,0.271,0.0352,0,0,4.8,0.614,2.36,3.98,7.24,4.4,0,1.2666666666666666,363.68,9.482758620689655,0.0,1.1924000000000001
19,101.91,1,4,0.19,0.0008,0,0,2.6,0.299,3.8,5.7,8.8,3.7,0,1.0526315789473684,101.91,1.1111111111111112,0.0,0.7030000000000001
13,56.32,4,2,0.4,0.052,3,0,6.6,0.737,2.92,7.23,5.75,5.5,0,1.3076923076923077,225.28,0.2631578947368421,0.02311111111111111,2.2
50,57.99,26,25,0.232,0.1576,1,0,3.0,0.502,3.27,5.62,7.08,4.3,0,1.52,1507.74,6.25,0.019504950495049505,0.9976
23,66.8,18,13,0.41,0.0656,3,0,4.9,0.689,4.18,6.58,6.96,5.5,0,1.7826086956521738,1202.3999999999999,2.2033898305084745,0.024723618090452266,2.255
44,34.56,1,8,0.217,0.0216,0,0,4.6,0.272,3.76,6.17,8.69,4.3,0,1.0227272727272727,34.56,1.4285714285714286,0.0,0.9330999999999999
24,31.54,1,2,0.585,0.1376,0,1,5.7,0.765,4.29,6.83,8.83,6.9,0,1.0416666666666667,31.54,0.29850746268656714,0.0,4.0365
24,64.86,7,43,0.287,0.0424,1,0,2.0,0.907,4.58,3.75,8.77,4.6,0,1.2916666666666667,454.02,14.333333333333334,0.004339815762538383,1.3201999999999998
27,84.05,7,7,0.262,0.028,0,0,4.3,0.686,4.2,6.32,9.11,4.3,0,1.2592592592592593,588.35,1.3207547169811322,0.0,1.1266
23,212.0,6,38,0.204,0.0176,1,1,2.2,0.594,3.17,4.03,7.44,3.2,0,1.2608695652173914,1272.0,11.875,0.0020853080568720376,0.6528
12,28.06,7,26,0.391,0.0224,1,0,3.0,0.668,4.43,4.93,8.69,5.6,0,1.5833333333333335,196.42,6.5,0.0023116615067079464,2.1896
11,20.44,3,24,0.107,0.0608,1,0,4.0,0.188,4.35,5.23,8.48,3.6,0,1.2727272727272727,61.32000000000001,4.8,0.006413502109704641,0.3852
8,53.62,1,4,0.171,0.0144,2,0,2.8,0.212,1.49,5.77,5.11,3.9,0,1.125,53.62,1.0526315789473684,0.004713584288052373,0.6669
24,74.34,1,43,0.113,0.148,1,0,0.9,0.736,4.67,3.18,8.51,3.3,0,1.0416666666666667,74.34,22.63157894736842,0.015562565720294427,0.3729
41,16.66,42,5,0.345,0.092,0,1,3.0,0.811,3.91,7.15,8.6,5.3,0,2.024390243902439,699.72,1.25,0.0,1.8284999999999998
10,110.59,1,13,0.343,0.0368,0,0,4.0,0.677,3.44,5.72,8.32,4.7,0,1.1,110.59,2.6,0.0,1.6121
24,77.71,1,73,0.406,0.1096,2,0,2.4,0.389,3.11,2.18,6.41,5.4,1,1.0416666666666667,77.71,21.47058823529412,0.029581646423751686,2.1924
11,76.46,3,5,0.512,0.0368,2,0,2.9,0.188,2.16,5.82,5.7,6.1,0,1.2727272727272727,229.38,1.2820512820512822,0.010985074626865671,3.1231999999999998
33,66.34,1,68,0.463,0.0608,2,0,2.5,0.814,2.46,2.47,5.92,5.8,1,1.0303030303030303,66.34,19.428571428571427,0.017572254335260117,2.6854
59,110.47,15,10,0.073,0.044,0,0,5.8,0.556,4.38,6.93,9.23,2.8,0,1.2542372881355932,1657.05,1.4705882352941178,0.0,0.20439999999999997
29,33.86,22,1,0.555,0.0944,1,0,2.0,0.757,2.81,6.35,6.83,6.7,0,1.7586206896551724,744.92,0.3333333333333333,0.012056194125159642,3.7185000000000006
50,41.31,13,7,0.131,0.0632,3,1,3.3,0.767,2.33,6.18,5.12,3.7,0,1.26,537.03,1.627906976744186,0.030980392156862747,0.4847
13,22.41,4,5,0.259,0.1168,2,0,1.7,0.492,3.74,5.45,7.02,4.7,0,1.3076923076923077,89.64,1.8518518518518516,0.029127182044887782,1.2173
28,63.73,1,11,0.363,0.0176,1,0,5.2,0.23,3.07,6.22,7.34,5.2,0,1.0357142857142858,63.73,1.7741935483870968,0.0021103117505995206,1.8876
5,62.58,2,27,0.468,0.0096,0,0,3.8,0.419,3.14,4.98,8.11,5.9,0,1.4,125.16,5.625,0.0,2.7612000000000005
17,179.05,1,14,0.359,0.0808,1,0,3.1,0.463,3.04,5.37,7.1,4.4,0,1.0588235294117647,179.05,3.414634146341464,0.009975308641975308,1.5796000000000001
36,55.13,10,20,0.274,0.02,0,0,1.6,0.809,4.46,4.87,9.39,4.6,0,1.2777777777777777,551.3000000000001,7.692307692307692,0.0,1.2604
20,35.97,1,21,0.112,0.1744,2,0,2.2,0.544,4.6,4.72,7.69,3.6,0,1.05,35.97,6.5625,0.04013808975834292,0.4032
4,85.19,1,11,0.183,0.0544,2,1,4.7,0.601,4.21,6.05,7.7,3.8,0,1.25,85.19,1.9298245614035088,0.012505747126436782,0.6953999999999999
58,35.66,15,26,0.603,0.0528,0,0,4.6,0.825,3.89,5.73,8.71,7.0,0,1.2586206896551724,534.9,4.642857142857143,0.0,4.221
28,47.52,8,22,0.033,0.0448,0,0,6.7,0.369,4.08,6.4,8.93,2.9,0,1.2857142857142856,380.16,2.857142857142857,0.0,0.09570000000000001
54,46.17,1,2,0.282,0.0032,1,0,4.1,0.607,3.59,6.3,7.91,4.7,0,1.0185185185185186,46.17,0.3921568627450981,0.0003591470258136925,1.3254
54,365.78,14,18,0.287,0.016,1,0,0.0,0.947,5.0,4.57,9.28,2.8,0,1.2592592592592593,5120.92,18.0,0.0015564202334630351,0.8035999999999999
16,108.46,5,75,0.161,0.0864,1,0,3.8,0.932,3.45,2.68,7.5,3.5,1,1.3125,542.3,15.625,0.010164705882352942,0.5635
53,138.86,1,80,0.461,0.1384,1,0,3.2,0.466,3.22,2.1,7.09,5.4,1,1.0188679245283019,138.86,19.047619047619047,0.017107540173053153,2.4894000000000003
39,179.11,10,20,0.637,0.0216,0,0,3.1,0.624,4.33,5.37,9.26,6.4,0,1.2564102564102564,1791.1000000000001,4.878048780487806,0.0,4.0768
30,117.3,1,4,0.225,0.0976,1,0,4.5,0.836,3.22,6.33,7.23,3.9,0,1.0333333333333334,117.3,0.7272727272727273,0.011859052247873633,0.8775
30,56.68,8,78,0.318,0.0936,0,0,4.5,0.384,3.38,2.87,8.07,4.9,1,1.2666666666666666,453.44,14.181818181818182,0.0,1.5582
20,105.42,6,18,0.214,0.0144,0,0,4.4,0.777,4.49,5.77,9.44,3.9,0,1.3,632.52,3.333333333333333,0.0,0.8346
32,92.31,1,24,0.576,0.0304,1,1,3.1,0.312,3.3,4.87,7.53,6.5,0,1.03125,92.31,5.853658536585367,0.0035638921453692842,3.7439999999999998
46,25.82,12,4,0.04,0.184,2,0,0.9,0.825,1.12,5.5,4.17,3.1,0,1.2608695652173914,309.84000000000003,2.1052631578947367,0.07117988394584139,0.12400000000000001
26,70.37,7,102,0.18,0.056,1,0,4.7,0.398,4.03,1.8,8.18,3.8,1,1.2692307692307692,492.59000000000003,17.894736842105264,0.006100217864923748,0.6839999999999999
3,43.3,1,13,0.132,0.0824,1,0,0.0,0.605,4.24,4.38,8.3,3.7,0,1.3333333333333333,43.3,13.0,0.008860215053763441,0.48840000000000006
34,14.0,9,3,0.075,0.0648,4,1,6.2,0.749,3.37,7.22,5.49,3.4,0,1.2647058823529411,126.0,0.41666666666666663,0.03993836671802773,0.255
10,107.79,3,6,0.178,0.1864,1,0,5.2,0.487,4.79,6.53,8.5,3.6,0,1.3,323.37,0.9677419354838709,0.01962105263157895,0.6408
37,148.9,1,2,0.478,0.0272,0,0,2.8,0.939,5.0,5.87,9.91,5.5,0,1.027027027027027,148.9,0.5263157894736842,0.0,2.629
59,24.86,1,8,0.432,0.104,2,0,1.3,0.758,3.15,5.07,6.47,5.9,0,1.0169491525423728,24.86,3.4782608695652177,0.027844712182061578,2.5488
17,47.16,1,79,0.089,0.0376,0,0,4.7,0.544,3.92,2.65,8.79,3.3,1,1.0588235294117647,47.16,13.859649122807017,0.0,0.29369999999999996
44,57.54,12,49,0.566,0.072,1,1,1.9,0.486,4.06,3.58,8.15,6.6,0,1.2727272727272727,690.48,16.896551724137932,0.007868852459016392,3.7355999999999994
30,64.19,1,6,0.404,0.0832,1,0,5.2,0.742,5.0,6.47,9.06,5.4,0,1.0333333333333334,64.19,0.9677419354838709,0.008270377733598408,2.1816000000000004
28,58.29,1,50,0.698,0.092,0,0,2.6,0.586,3.54,3.4,8.23,7.5,0,1.0357142857142858,58.29,13.88888888888889,0.0,5.234999999999999
23,71.26,12,3,0.13,0.04,0,0,0.1,0.565,3.84,5.28,8.71,3.5,0,1.5217391304347827,855.1200000000001,2.727272727272727,0.0,0.455
13,161.05,1,25,0.621,0.0032,0,0,3.6,0.169,4.67,4.98,9.66,6.4,0,1.0769230769230769,161.05,5.434782608695652,0.0,3.9744
25,58.24,7,15,0.443,0.1016,0,0,3.3,0.434,4.6,5.58,9.26,5.8,0,1.28,407.68,3.488372093023256,0.0,2.5694
43,107.92,11,39,0.168,0.0928,0,0,2.0,0.63,4.66,4.08,9.35,3.5,0,1.255813953488372,1187.1200000000001,13.0,0.0,0.5880000000000001
18,101.57,5,90,0.393,0.0056,1,0,5.0,0.6,3.35,2.33,7.66,5.1,1,1.2777777777777777,507.84999999999997,15.0,0.0006466512702078522,2.0042999999999997
28,54.24,8,0,0.108,0.0528,1,0,2.3,0.796,2.4,6.03,6.56,3.4,0,1.2857142857142856,433.92,0.0,0.006984126984126984,0.36719999999999997
35,78.69,18,7,0.657,0.0184,1,1,4.3,0.462,4.41,6.68,8.68,7.1,0,1.5142857142857142,1416.42,1.3207547169811322,0.0019008264462809918,4.6647
2,108.58,1,45,0.46,0.0,1,1,2.9,0.452,3.61,3.75,7.94,5.6,0,1.5,108.58,11.538461538461538,0.0,2.576
5,58.01,3,19,0.244,0.0168,0,0,2.7,0.422,3.82,5.05,8.76,4.4,0,1.6,174.03,5.135135135135135,0.0,1.0736
58,85.31,30,10,0.458,0.0072,0,1,2.4,0.947,4.99,6.3,9.97,5.7,0,1.5172413793103448,2559.3,2.9411764705882355,0.0,2.6106000000000003
48,54.46,13,115,0.176,0.0728,1,0,5.5,0.435,3.5,2.27,7.59,3.9,1,1.2708333333333333,707.98,17.692307692307693,0.008474970896391152,0.6863999999999999
18,45.8,1,21,0.177,0.1008,0,0,0.5,0.844,5.0,4.15,9.66,4.0,0,1.0555555555555556,45.8,14.0,0.0,0.708
48,56.42,25,77,0.324,0.044,1,0,0.8,0.768,3.82,2.25,8.01,4.9,1,1.5208333333333335,1410.5,42.77777777777778,0.0048834628190899,1.5876000000000001
44,34.0,23,54,0.133,0.052,1,0,0.0,0.6,3.22,3.07,7.38,3.7,1,1.5227272727272727,782.0,54.0,0.006205250596658712,0.49210000000000004
37,30.9,1,72,0.159,0.0056,0,0,7.4,0.753,3.91,3.9,8.89,3.9,0,1.027027027027027,30.9,8.571428571428571,0.0,0.6201
59,80.57,1,0,0.174,0.0632,2,0,1.5,0.374,2.97,5.53,6.43,3.7,0,1.0169491525423728,80.57,0.0,0.0170121130551817,0.6438
59,38.24,1,46,0.475,0.0128,0,0,0.6,0.768,3.6,2.93,8.56,6.1,0,1.0169491525423728,38.24,28.75,0.0,2.8974999999999995
44,183.14,1,32,0.275,0.0608,3,0,1.9,0.79,3.36,4.07,6.16,3.8,0,1.0227272727272727,183.14,11.03448275862069,0.02547486033519553,1.045
55,82.65,1,63,0.1,0.0752,0,0,0.3,0.307,5.0,1.98,9.75,3.2,1,1.018181818181818,82.65,48.46153846153846,0.0,0.32000000000000006
55,61.36,14,7,0.253,0.0272,1,0,1.6,0.55,5.0,5.65,9.24,4.4,0,1.2545454545454544,859.04,2.692307692307692,0.0026562499999999998,1.1132000000000002
49,84.73,1,72,0.07,0.0104,0,0,6.2,0.828,3.89,3.5,8.86,3.0,1,1.0204081632653061,84.73,10.0,0.0,0.21000000000000002
58,37.48,1,1,0.291,0.1176,1,0,2.0,0.821,3.23,5.65,7.17,4.8,0,1.0172413793103448,37.48,0.3333333333333333,0.014394124847001224,1.3967999999999998
34,73.41,18,21,0.233,0.008,0,1,3.6,0.948,3.99,5.75,8.96,4.2,0,1.5294117647058822,1321.3799999999999,4.565217391304349,0.0,0.9786000000000001
11,62.92,6,43,0.379,0.0048,0,0,4.8,0.473,3.69,4.65,8.67,5.3,0,1.5454545454545454,377.52,7.413793103448276,0.0,2.0087
35,24.13,9,58,0.489,0.2248,0,0,0.1,0.688,4.13,2.43,8.38,6.3,1,1.2571428571428571,217.17,52.72727272727272,0.0,3.0806999999999998
25,81.29,1,59,0.07,0.0704,0,0,3.3,0.466,3.49,3.18,8.26,3.0,1,1.04,81.29,13.72093023255814,0.0,0.21000000000000002
29,38.54,15,40,0.127,0.0088,1,0,7.4,0.559,4.48,5.97,8.78,3.7,0,1.5172413793103448,578.1,4.761904761904762,0.000899795501022495,0.46990000000000004
56,142.91,29,24,0.216,0.004,1,0,1.9,0.914,3.46,5.4,7.78,3.7,0,1.5178571428571428,4144.39,8.275862068965518,0.0004555808656036446,0.7992
46,73.12,1,15,0.161,0.1664,0,0,3.3,0.381,3.5,5.38,7.95,3.7,0,1.0217391304347827,73.12,3.488372093023256,0.0,0.5957
1,18.09,1,0,0.254,0.0592,1,0,6.9,0.255,3.66,7.33,7.8,4.7,0,2.0,18.09,0.0,0.006727272727272727,1.1938
37,58.51,10,13,0.786,0.008,1,0,3.6,0.431,2.7,5.88,7.01,8.2,0,1.2702702702702702,585.1,2.8260869565217392,0.0009987515605493133,6.4452
12,25.51,7,6,0.189,0.1744,0,0,3.0,0.49,2.65,5.93,7.07,4.2,0,1.5833333333333335,178.57000000000002,1.5,0.0,0.7938000000000001
52,27.55,1,44,0.367,0.0712,1,0,3.2,0.232,5.0,3.9,9.1,5.4,0,1.0192307692307692,27.55,10.476190476190476,0.00704950495049505,1.9818
45,92.19,1,38,0.196,0.0264,2,0,2.2,0.828,3.72,3.87,7.3,3.8,0,1.0222222222222221,92.19,11.875,0.00636144578313253,0.7448
38,21.71,1,41,0.261,0.0664,2,0,3.9,0.295,3.56,4.28,7.01,4.7,0,1.0263157894736843,21.71,8.36734693877551,0.016579275905118603,1.2267000000000001
5,59.1,3,32,0.219,0.0608,2,0,5.1,0.769,2.76,5.2,6.22,4.2,0,1.6,177.3,5.245901639344263,0.016842105263157894,0.9198000000000001
47,36.14,36,11,0.267,0.0528,2,0,3.7,0.795,3.62,6.88,7.11,4.7,0,1.7659574468085106,1301.04,2.3404255319148937,0.013020961775585697,1.2549000000000001
24,91.42,7,8,0.153,0.0408,0,0,2.6,0.515,4.2,5.7,9.06,3.5,0,1.2916666666666667,639.94,2.2222222222222223,0.0,0.5355
21,22.24,11,24,0.078,0.1159999999999999,0,0,4.0,0.722,3.9,5.5,8.51,3.4,0,1.5238095238095237,244.64,4.8,0.0,0.2652
1,117.82,1,18,0.404,0.0136,0,0,1.5,0.359,3.77,4.63,8.72,5.1,0,2.0,117.82,7.2,0.0,2.0604
24,45.49,19,4,0.335,0.0096,2,0,2.9,0.72,2.97,6.4,6.6,5.1,0,1.7916666666666665,864.3100000000001,1.0256410256410258,0.0025263157894736842,1.7085
20,68.06,1,32,0.383,0.104,0,0,2.8,0.805,4.75,4.37,9.4,5.3,0,1.05,68.06,8.421052631578947,0.0,2.0299
57,31.1,15,32,0.148,0.0056,1,1,2.4,0.774,4.66,4.7,8.97,3.8,0,1.263157894736842,466.5,9.411764705882353,0.0005616850551654964,0.5623999999999999
16,101.47,1,27,0.471,0.0816,0,0,4.2,0.667,5.0,5.08,9.73,5.7,0,1.0625,101.47,5.1923076923076925,0.0,2.6847
12,61.54,1,84,0.468,0.0224,1,0,2.5,0.544,4.25,1.67,8.51,5.9,1,1.0833333333333333,61.54,24.0,0.0023554153522607783,2.7612000000000005
26,49.19,1,7,0.483,0.1056,0,0,4.0,0.782,4.21,6.02,8.86,6.1,0,1.0384615384615385,49.19,1.4,0.0,2.9463
6,55.11,4,10,0.147,0.1904,0,0,4.4,0.717,4.22,6.1,8.59,3.7,0,1.6666666666666665,220.44,1.8518518518518516,0.0,0.5439
58,75.65,1,10,0.179,0.0152,1,0,0.3,0.809,3.91,4.63,8.19,3.8,0,1.0172413793103448,75.65,7.692307692307692,0.0016539717083786725,0.6801999999999999
19,84.28,1,1,0.233,0.0056,0,0,3.5,0.24,4.0,6.15,8.98,4.1,0,1.0526315789473684,84.28,0.2222222222222222,0.0,0.9552999999999999
4,45.13,3,38,0.286,0.136,0,0,5.3,0.392,4.37,4.97,8.92,4.7,0,1.75,135.39000000000001,6.031746031746032,0.0,1.3441999999999998
52,214.68,1,75,0.559,0.0104,0,0,1.5,0.679,3.66,1.78,8.63,5.6,1,1.0192307692307692,214.68,30.0,0.0,3.1304000000000003
5,60.42,3,61,0.137,0.1016,4,0,5.1,0.544,2.01,3.75,4.0,3.6,1,1.6,181.26,10.0,0.08127999999999999,0.4932
43,54.74,1,12,0.132,0.0984,1,0,4.6,0.537,4.1,5.97,8.11,3.6,0,1.0232558139534884,54.74,2.142857142857143,0.010801317233809001,0.4752
26,102.82,7,11,0.222,0.0088,0,0,2.5,0.665,5.0,5.52,9.97,3.9,0,1.2692307692307692,719.74,3.142857142857143,0.0,0.8658
40,61.25,1,3,0.244,0.0152,3,0,1.9,0.52,2.87,5.52,5.82,4.3,0,1.025,61.25,1.0344827586206897,0.006686217008797654,1.0492
31,48.4,1,16,0.031,0.0936,2,1,0.3,0.585,2.01,4.33,5.36,2.9,0,1.032258064516129,48.4,12.307692307692307,0.02943396226415094,0.0899
18,106.98,1,31,0.155,0.0544,2,0,2.6,0.507,4.48,4.35,7.97,3.4,0,1.0555555555555556,106.98,8.61111111111111,0.012129319955406913,0.527
9,54.18,3,27,0.233,0.0176,0,0,5.3,0.563,3.66,5.52,8.6,4.3,0,1.3333333333333333,162.54,4.285714285714286,0.0,1.0019
34,32.22,18,37,0.331,0.0672,0,0,2.7,0.424,3.97,4.65,8.75,5.1,0,1.5294117647058822,579.96,10.0,0.0,1.6881
31,36.3,8,61,0.463,0.0608,0,0,1.1,0.637,5.0,2.58,9.8,6.0,1,1.2580645161290323,290.4,29.047619047619047,0.0,2.778
39,48.48,10,47,0.053,0.0144,0,0,5.4,0.62,3.75,4.78,8.7,3.1,0,1.2564102564102564,484.79999999999995,7.34375,0.0,0.1643
17,241.58,5,37,0.513,0.0728,1,0,0.0,0.387,3.42,3.32,7.51,5.1,1,1.2941176470588236,1207.9,37.0,0.00855464159811986,2.6163
49,55.74,13,61,0.541,0.1576,2,0,1.3,0.471,3.3,2.82,6.44,6.5,1,1.2653061224489797,724.62,26.521739130434785,0.042365591397849456,3.5165
47,33.04,1,4,0.308,0.044,0,1,4.9,0.781,4.81,6.47,9.66,5.0,0,1.0212765957446808,33.04,0.6779661016949152,0.0,1.54
49,33.37,13,47,0.215,0.1176,1,0,4.3,0.786,3.32,4.52,7.26,4.3,0,1.2653061224489797,433.80999999999995,8.867924528301888,0.01423728813559322,0.9245
58,46.1,1,68,0.374,0.0672,0,0,6.6,0.785,3.47,3.83,8.25,5.3,1,1.0172413793103448,46.1,8.947368421052632,0.0,1.9822
56,249.12,1,56,0.158,0.0072,1,0,2.0,0.169,3.09,2.9,7.4,2.6,1,1.0178571428571428,249.12,18.666666666666668,0.0008571428571428571,0.4108
36,196.1,10,36,0.245,0.1056,0,0,0.3,0.278,3.9,3.63,8.55,3.5,0,1.2777777777777777,1961.0,27.69230769230769,0.0,0.8574999999999999
37,119.25,10,83,0.213,0.076,1,0,7.9,0.455,4.18,3.82,8.26,3.8,1,1.2702702702702702,1192.5,9.325842696629213,0.008207343412526998,0.8093999999999999
53,80.18,14,58,0.192,0.0416,1,0,2.9,0.562,3.4,3.53,7.59,3.9,1,1.2641509433962264,1122.52,14.871794871794872,0.0048428405122235155,0.7488
9,60.32,5,78,0.634,0.0272,0,1,1.8,0.75,4.98,1.87,9.89,7.1,1,1.5555555555555556,301.6,27.857142857142858,0.0,4.501399999999999
36,46.49,10,103,0.132,0.02,0,0,3.6,0.581,3.76,1.53,8.69,3.6,1,1.2777777777777777,464.90000000000003,22.39130434782609,0.0,0.4752
43,169.6,11,8,0.357,0.092,2,1,3.4,0.385,3.28,6.1,6.64,4.5,0,1.255813953488372,1865.6,1.8181818181818181,0.024083769633507855,1.6065
7,56.05,1,20,0.293,0.0088,0,1,0.0,0.788,3.71,4.03,8.68,4.7,0,1.1428571428571428,56.05,20.0,0.0,1.3771
2,80.19,1,31,0.091,0.0272,1,0,0.2,0.658,4.11,3.55,8.35,3.2,0,1.5,80.19,25.833333333333336,0.002909090909090909,0.2912
2,33.82,1,83,0.486,0.0048,1,0,3.0,0.68,3.11,1.88,7.43,6.2,1,1.5,33.82,20.75,0.0005693950177935943,3.0132
55,53.05,14,24,0.172,0.0304,1,1,4.5,0.849,3.28,5.77,7.51,3.9,0,1.2545454545454544,742.6999999999999,4.363636363636363,0.003572267920094007,0.6708
21,129.27,11,3,0.168,0.0328,1,0,2.9,0.266,3.29,6.18,7.51,3.4,0,1.5238095238095237,1421.97,0.7692307692307693,0.0038542890716803764,0.5712
41,49.35,1,73,0.314,0.008,0,0,2.3,0.67,3.66,2.15,8.63,4.9,1,1.024390243902439,49.35,22.12121212121212,0.0,1.5386000000000002
12,71.95,7,4,0.183,0.02,1,1,5.1,0.649,4.02,6.73,8.29,3.8,0,1.5833333333333335,503.65000000000003,0.6557377049180328,0.0021528525296017225,0.6953999999999999
12,40.45,7,11,0.296,0.0296,1,1,3.5,0.634,4.43,5.85,8.66,4.8,0,1.5833333333333335,283.15000000000003,2.4444444444444446,0.0030641821946169774,1.4207999999999998
42,69.33,1,21,0.437,0.0848,1,0,5.7,0.644,5.0,5.88,9.05,5.6,0,1.0238095238095237,69.33,3.134328358208955,0.00843781094527363,2.4472
4,43.79,5,49,0.275,0.2752,0,0,1.5,0.852,4.39,3.22,8.47,4.7,0,2.25,218.95,19.6,0.0,1.2925000000000002
36,95.68,1,37,0.341,0.1424,1,0,6.5,0.504,4.93,5.35,8.79,4.8,0,1.0277777777777777,95.68,4.933333333333334,0.014545454545454547,1.6368
58,124.03,1,35,0.471,0.172,1,0,0.0,0.851,2.49,3.28,6.25,5.6,1,1.0172413793103448,124.03,35.0,0.02372413793103448,2.6375999999999995
52,49.34,53,12,0.218,0.0256,1,1,2.9,0.402,3.59,7.03,7.84,4.2,0,2.019230769230769,2615.02,3.076923076923077,0.002895927601809955,0.9156000000000001
55,66.27,14,8,0.14,0.04,0,0,7.9,0.876,4.43,7.7,9.3,3.6,0,1.2545454545454544,927.78,0.898876404494382,0.0,0.5040000000000001
60,98.48,16,20,0.3,0.0288,1,0,4.4,0.659,3.76,6.0,8.0,4.5,0,1.2666666666666666,1575.68,3.7037037037037033,0.0031999999999999997,1.3499999999999999
39,23.42,1,16,0.078,0.0552,1,0,3.4,0.569,4.64,5.37,8.79,3.4,0,1.0256410256410255,23.42,3.6363636363636362,0.005638406537282942,0.2652
5,66.77,1,23,0.155,0.0088,0,1,2.3,0.729,4.48,4.65,9.45,3.7,0,1.2,66.77,6.96969696969697,0.0,0.5735
55,84.59,14,7,0.246,0.0016,1,0,5.3,0.746,4.47,6.88,8.8,4.2,0,1.2545454545454544,1184.26,1.1111111111111112,0.00016326530612244898,1.0332000000000001
26,143.16,7,6,0.146,0.072,1,0,6.1,0.529,3.97,6.97,8.06,3.2,0,1.2692307692307692,1002.12,0.8450704225352114,0.007947019867549667,0.4672
56,68.42,15,22,0.226,0.1456,1,0,1.7,0.594,3.37,4.97,7.22,4.2,0,1.2678571428571428,1026.3,8.148148148148147,0.017712895377128956,0.9492
32,34.93,41,41,0.145,0.104,0,0,0.0,0.626,3.06,4.32,7.71,3.8,0,2.28125,1432.1299999999999,41.0,0.0,0.5509999999999999
57,76.71,1,33,0.201,0.0792,0,0,0.5,0.381,4.09,3.55,8.83,3.9,0,1.0175438596491229,76.71,22.0,0.0,0.7839
49,57.97,1,12,0.125,0.0664,0,0,1.9,0.571,4.13,5.07,8.91,3.5,0,1.0204081632653061,57.97,4.137931034482759,0.0,0.4375
14,82.89,1,22,0.251,0.22,4,0,5.2,0.413,2.84,5.67,4.44,4.3,0,1.0714285714285714,82.89,3.5483870967741935,0.16176470588235292,1.0793
13,151.35,1,13,0.43,0.0208,0,1,2.5,0.881,4.04,5.22,8.97,5.1,0,1.0769230769230769,151.35,3.7142857142857144,0.0,2.1929999999999996
24,79.42,7,47,0.395,0.0968,2,0,0.0,0.121,3.96,2.88,7.3,5.3,1,1.2916666666666667,555.94,47.0,0.023325301204819276,2.0935
18,164.58,1,40,0.374,0.056,1,0,3.7,0.819,2.47,4.27,6.62,4.6,0,1.0555555555555556,164.58,8.51063829787234,0.007349081364829396,1.7204
13,30.11,4,49,0.396,0.1504,1,0,4.3,0.539,2.53,4.12,6.36,5.6,1,1.3076923076923077,120.44,9.245283018867925,0.02043478260869565,2.2176
47,47.0,12,94,0.235,0.1304,1,0,6.5,0.638,4.19,2.87,8.09,4.4,1,1.2553191489361701,564.0,12.533333333333333,0.014345434543454345,1.034
54,142.53,41,2,0.319,0.0584,1,0,1.1,0.752,3.93,6.63,8.07,4.4,0,1.7592592592592593,5843.7300000000005,0.9523809523809523,0.006438809261300992,1.4036000000000002
47,107.14,24,10,0.296,0.172,1,1,2.0,0.745,3.99,5.97,7.75,4.4,0,1.5106382978723403,2571.36,3.3333333333333335,0.019657142857142856,1.3024
56,64.14,1,79,0.088,0.0256,0,0,2.6,0.583,4.34,1.95,9.25,3.2,1,1.0178571428571428,64.14,21.944444444444443,0.0,0.2816
32,62.11,9,27,0.222,0.2816,1,0,3.4,0.635,3.08,5.08,6.47,4.2,0,1.28125,558.99,6.136363636363636,0.03769745649263722,0.9324
